line,dose,age,code,rep,Metsch,whiteglobs,ExposureDate,DeathDate,censored,status,Notes
Mid67,high,young,HY1,1,0,0,7/21/2021,7/28/2021,,2,
Mid67,high,young,HY1,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY2,1,1,0,7/21/2021,7/26/2021,,2,super small spores
Mid67,high,young,HY2,2,0,0,7/21/2021,7/26/2021,,2,
Mid67,high,young,HY2,3,1,0,7/21/2021,8/2/2021,,2,
Mid67,high,young,HY2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY3,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY3,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY4,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY4,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY5,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY5,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,young,HY5,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY1,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY1,2,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY2,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY2,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY2,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY3,1,0,0,7/21/2021,8/5/2021,,2,
Mid67,low,young,LY3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY3,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY4,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY4,2,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY5,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY5,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,young,LY5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY1,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY1,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY2,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY2,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY2,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY3,1,0,0,7/21/2021,7/29/2021,,2,
Mid67,control,young,CY3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY3,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY4,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY4,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY5,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY5,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,young,CY5,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM1,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM1,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM2,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM2,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM2,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM3,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM3,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM4,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM4,2,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM5,1,0,1,7/21/2021,7/29/2021,censored,1,smashed
Mid67,high,middle,HM5,2,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,middle,HM5,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM1,1,0,0,7/21/2021,7/29/2021,censored,1,smashed
Mid67,low,middle,LM1,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM2,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM2,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM2,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM3,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM3,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM4,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM4,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM5,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM5,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,middle,LM5,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM1,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM1,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM2,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM2,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM2,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM3,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM4,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM4,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM5,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM5,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,middle,CM5,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO1,1,1,1,7/21/2021,8/5/2021,,2,
Mid67,high,old,HO1,2,1,0,7/21/2021,8/9/2021,,2,
Mid67,high,old,HO1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO2,1,0,0,7/21/2021,7/28/2021,,2,
Mid67,high,old,HO2,2,1,0,7/21/2021,8/9/2021,censored,1,sacrificed alive
Mid67,high,old,HO2,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO3,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO3,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO4,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO4,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO5,1,1,0,7/21/2021,8/2/2021,,2,
Mid67,high,old,HO5,2,1,0,7/21/2021,8/9/2021,,2,
Mid67,high,old,HO5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,high,old,HO5,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO1,1,1,0,7/21/2021,8/5/2021,,2,
Mid67,low,old,LO1,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO2,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO2,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO2,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO3,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO4,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO4,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO5,1,1,0,7/21/2021,7/29/2021,,2,
Mid67,low,old,LO5,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,low,old,LO5,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO1,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO1,2,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO1,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO1,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO1,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO2,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO2,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO2,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO2,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO2,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO3,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO3,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO3,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO3,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO3,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO4,1,0,1,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO4,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO4,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO4,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO4,5,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO5,1,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO5,2,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO5,3,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO5,4,0,0,7/21/2021,8/9/2021,censored,1,
Mid67,control,old,CO5,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY1,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY1,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY1,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY1,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY1,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY2,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY2,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY2,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY2,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY2,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY3,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY3,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY3,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY3,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY3,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY4,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY4,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY4,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY4,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,HY4,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY1,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY1,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY1,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY1,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY1,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY2,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY2,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY2,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY2,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY2,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY3,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY3,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY3,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY3,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY3,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY4,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY4,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY4,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY4,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY4,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY5,1,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY5,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY5,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY5,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,young,CY5,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,middle,HM1,1,0,0,7/21/2021,8/5/2021,,2,
BA,high,middle,HM1,2,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,middle,HM1,3,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,middle,HM1,4,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,middle,HM1,5,0,0,7/21/2021,8/9/2021,censored,1,
BA,high,middle,HM2,1,1,0,7/21/2021,7/28/2021,,2,
BA,high,middle,HM2,2,0,0,7/21/2021,8/9/2021,censored,1,
